window,discipline,topic,topic_keywords,N,N_rel
2013-2017,Computer Science,4,"learning, game, reinforcement, control, based, games, marl, algorithm, equilibrium, multiagent",12,0.08633093525179857
2013-2017,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",62,0.6326530612244898
2013-2017,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",17,0.17346938775510204
2013-2017,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",7,0.07142857142857142
2013-2017,Economics,3,"sports, football, league, leagues, transfer, soccer, revenue, duopsony, talent, game",5,0.05102040816326531
2013-2017,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",1,0.01020408163265306
2013-2017,Economics,6,"inflation, bank, fiscal, central, monetary, targeting, policy, macroprudential, target, account",2,0.02040816326530612
2013-2017,Economics,7,"gm, household, efficiency, households, wives, husbands, allocation, agricultural, crops, income",4,0.04081632653061224
2013-2017,Engineering and Technology,0,"game, networks, network, users, power, proposed, problem, algorithm, based, allocation",231,0.5226244343891403
2013-2017,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",66,0.1493212669683258
2013-2017,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",61,0.13800904977375567
2013-2017,Engineering and Technology,3,"game, data, attacks, model, defense, security, based, privacy, attack, cyber",43,0.09728506787330317
2013-2017,Engineering and Technology,4,"game, control, vehicle, driver, driving, vehicles, traffic, lane, strategy, based",10,0.02262443438914027
2013-2017,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",18,0.04072398190045249
2013-2017,Engineering and Technology,6,"evolutionary, knowledge, design, game, project, model, theory, decision, value, projects",11,0.024886877828054297
2013-2017,Engineering and Technology,7,"cdm, airlines, air, airport, merging, cargo, landing, code, model, carriers",1,0.0022624434389140274
2013-2017,Engineering and Technology,8,"scheduling, manufacturing, cmfg, shop, job, machine, service, logistic, ne, game",1,0.0022624434389140274
2013-2017,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",1,0.07692307692307693
2013-2017,Geoscience,1,"supply, chain, carbon, low, products, retailer, manufacturer, channel, remanufacturing, price",3,0.23076923076923078
2013-2017,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",6,0.46153846153846156
2013-2017,Geoscience,3,"game, pollution, parking, traffic, lane, air, climate, model, based, changing",2,0.15384615384615385
2013-2017,Geoscience,6,"farmers, fallow, land, game, lost, foresight, process, institutional, local, peasants",1,0.07692307692307693
2013-2017,Humanities,0,"games, accessed, http, www, com, 2008, narrative, play, 2007, april",1,0.2
2013-2017,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",2,0.4
2013-2017,Humanities,2,"game, theoretic, word, pragmatics, optimality, intention, principles, model, meaning, interpretation",2,0.4
2013-2017,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",41,0.44086021505376344
2013-2017,Management and OR,1,"game, games, equilibrium, mml, players, model, stochastic, nash, problem, equilibria",27,0.2903225806451613
2013-2017,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",12,0.12903225806451613
2013-2017,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",5,0.053763440860215055
2013-2017,Management and OR,4,"carbon, energy, emission, government, emissions, low, game, green, evolutionary, environmental",2,0.021505376344086023
2013-2017,Management and OR,5,"traffic, bus, congestion, lane, game, passengers, vehicles, route, transportation, driver",3,0.03225806451612903
2013-2017,Management and OR,6,"team, decision, group, mediation, framing, members, consensus, committee, game, solution",1,0.010752688172043012
2013-2017,Management and OR,7,"dea, dmus, efficiency, units, game, envelopment, approach, hospitals, internal, level",1,0.010752688172043012
2013-2017,Management and OR,8,"social, hq, csr, mnes, subsidiary, greenwashing, global, responsible, subsidiaries, srs",1,0.010752688172043012
2013-2017,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",76,0.6846846846846847
2013-2017,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",10,0.09009009009009009
2013-2017,Mathematics,2,"supply, chain, manufacturer, retailer, green, price, pricing, product, fairness, decisions",8,0.07207207207207207
2013-2017,Mathematics,3,"reinsurance, risk, investment, optimal, variance, time, asset, consistent, insurance, insurer",5,0.04504504504504504
2013-2017,Mathematics,4,"queueing, queue, customers, traffic, server, research, patients, operations, university, equilibrium",3,0.02702702702702703
2013-2017,Mathematics,5,"stability, bifurcation, delays, dynamics, delay, game, nash, equilibrium, imitative, hopf",3,0.02702702702702703
2013-2017,Mathematics,7,"fuzzy, design, method, optimization, game, multiobjective, based, variables, atanassov, function",3,0.02702702702702703
2013-2017,Mathematics,8,"energy, computing, node, wireless, mobile, power, algorithm, offloading, nodes, networks",3,0.02702702702702703
2013-2017,Medicine,0,"tumor, cells, cancer, growth, cell, virulence, cycles, tumors, evolutionary, schedules",1,0.07692307692307693
2013-2017,Medicine,1,"vaccination, control, disease, population, attack, coverage, security, vaccine, optimal, systems",1,0.07692307692307693
2013-2017,Medicine,2,"games, game, social, choice, learning, human, cooperation, cooperative, participants, behavior",6,0.46153846153846156
2013-2017,Medicine,3,"game, theory, patient, knowledge, cooperation, strategy, care, medical, decision, management",5,0.38461538461538464
2013-2017,Other Professional Fields,0,"shipping, game, container, capacity, ports, strategy, expansion, port, speed, sharing",5,0.5
2013-2017,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",1,0.1
2013-2017,Other Professional Fields,3,"traffic, approach, game, making, problem, education, decision, toll, government, assignment",1,0.1
2013-2017,Other Professional Fields,4,"outsourcing, information, security, theory, strategic, relational, motivations, decision, core, case",1,0.1
2013-2017,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",2,0.2
2013-2017,Other Social Sciences,0,"infrastructure, interdependent, network, restoration, decentralized, recovery, networks, decision, decisions, moving",2,0.10526315789473684
2013-2017,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",3,0.15789473684210525
2013-2017,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",9,0.47368421052631576
2013-2017,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",4,0.21052631578947367
2013-2017,Other Social Sciences,6,"manufacturing, cloud, multiple, platforms, platform, competition, equilibrium, suppliers, participants, game",1,0.05263157894736842
2013-2017,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",35,0.47297297297297297
2013-2017,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",14,0.1891891891891892
2013-2017,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",12,0.16216216216216217
2013-2017,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",7,0.0945945945945946
2013-2017,Physics,4,"chain, supply, channel, manufacturer, retailer, product, agricultural, model, profit, agency",1,0.013513513513513514
2013-2017,Physics,5,"radar, allocation, target, imaging, task, power, game, problem, time, isar",2,0.02702702702702703
2013-2017,Physics,6,"mean, field, equations, discrete, algorithm, problem, differential, kolmogorov, parabolic, decentralised",1,0.013513513513513514
2013-2017,Physics,7,"energy, grid, smart, demand, users, vpp, networked, control, intermittent, optimization",2,0.02702702702702703
2013-2017,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",17,0.3333333333333333
2013-2017,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",21,0.4117647058823529
2013-2017,Political Science,2,"bargaining, crisis, war, international, information, commitment, costs, audience, public, model",1,0.0196078431372549
2013-2017,Political Science,3,"terrorism, terrorist, note, 2010, al, security, attacks, 2009, intelligence, december",4,0.0784313725490196
2013-2017,Political Science,4,"pp, conflict, nepal, violence, state, rebel, government, rebels, political, groups",3,0.058823529411764705
2013-2017,Political Science,5,"sanctions, sender, economic, target, coercion, senders, secondary, sanction, model, success",2,0.0392156862745098
2013-2017,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.0196078431372549
2013-2017,Political Science,7,"repression, kin, media, rights, human, government, sexual, minority, protest, external",2,0.0392156862745098
2013-2017,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",18,1
2013-2017,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",1,0.25
2013-2017,Sociology,1,"norms, dilemma, cooperation, prisoner, different, emerge, actors, game, emergence, subjects",2,0.5
2013-2017,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",1,0.25
2014-2018,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",64,0.5378151260504201
2014-2018,Biology,1,"government, carbon, enterprises, evolutionary, game, development, strategy, low, marine, supervision",2,0.01680672268907563
2014-2018,Biology,2,"vaccination, disease, game, host, model, epidemic, evolutionary, dynamics, vaccine, control",12,0.10084033613445378
