window,field_1,topic,topic_keywords,N,N_rel
2019-2023,"Economics, Econometrics and Finance",7,"options, strategic, real, value, framework, high, capacity, theory, infrastructure, design",4,0.01904761904761905
2019-2023,"Economics, Econometrics and Finance",8,"hospitals, patients, medical, hospital, treatment, care, pharmaceutical, health, patient, profit",4,0.01904761904761905
2019-2023,Energy,0,"gas, model, eu, policy, russia, pg, european, natural, models, decision",5,0.25
2019-2023,Energy,1,"energy, carbon, supply, low, fuel, chain, game, pricing, efficiency, consumers",5,0.25
2019-2023,Energy,2,"carbon, evolutionary, government, game, subsidy, consumers, tax, market, green, manufacturers",10,0.5
2019-2023,Engineering,0,"game, power, networks, network, allocation, interference, proposed, problem, based, algorithm",134,0.23508771929824562
2019-2023,Engineering,1,"energy, power, game, market, electricity, proposed, demand, based, model, charging",172,0.3017543859649123
2019-2023,Engineering,2,"vehicles, vehicle, game, driver, control, traffic, lane, driving, based, model",93,0.1631578947368421
2019-2023,Engineering,3,"game, control, differential, time, games, guidance, pursuit, target, optimal, nash",41,0.07192982456140351
2019-2023,Engineering,4,"attack, security, attacks, attacker, game, defender, defense, cyber, systems, model",47,0.0824561403508772
2019-2023,Engineering,5,"government, construction, water, green, evolutionary, development, game, carbon, building, enterprises",55,0.09649122807017543
2019-2023,Engineering,6,"port, shipping, manufacturing, game, container, production, ports, model, scheduling, decision",17,0.02982456140350877
2019-2023,Engineering,7,"emergency, evacuation, pedestrians, game, government, model, evolutionary, crowd, exit, pedestrian",9,0.015789473684210527
2019-2023,Engineering,8,"soil, nuclear, model, stratification, geotechnical, corrosion, shap, pitting, diagnosis, models",2,0.0035087719298245615
2019-2023,Environmental Science,1,"government, game, evolutionary, energy, carbon, model, enterprises, strategies, development, study",52,0.8524590163934426
2019-2023,Environmental Science,2,"fisheries, management, stocks, stock, fishing, fish, fishery, sex, economic, msy",2,0.03278688524590164
2019-2023,Environmental Science,3,"prey, size, retrieval, spatial, males, patch, beds, seabirds, pairing, females",1,0.01639344262295082
2019-2023,Environmental Science,4,"conservation, forest, harvesting, organizations, institutional, game, environmental, social, common, theory",4,0.06557377049180328
2019-2023,Environmental Science,5,"climate, geoengineering, intervention, adaptation, change, counter, solar, outcome, international, countries",2,0.03278688524590164
2019-2023,Health Professions,0,"medical, patient, game, service, care, elderly, dynamic, hospital, patients, malpractice",7,0.3333333333333333
2019-2023,Health Professions,1,"safety, construction, game, supervision, evolutionary, government, behavior, workers, management, enterprises",14,0.6666666666666666
2019-2023,Mathematics,0,"cells, cancer, cell, growth, tumor, tumour, evolutionary, therapies, game, models",10,0.19230769230769232
2019-2023,Mathematics,1,"game, vaccination, model, epidemic, strategy, public, disease, individuals, control, games",42,0.8076923076923077
2019-2023,Medicine,0,"prey, habitat, predator, food, model, predators, dormitive, foraging, active, game",2,0.05405405405405406
2019-2023,Medicine,1,"game, games, equilibrium, distributed, nash, seeking, stability, based, information, time",18,0.4864864864864865
2019-2023,Medicine,2,"game, model, medical, theory, evolutionary, vaccination, treatment, strategies, epidemic, disease",17,0.4594594594594595
2019-2023,Neuroscience,1,"game, social, subjects, opponent, strategy, activity, sensitivity, competitive, asp, hierarchy",1,1
2019-2023,Physics and Astronomy,0,"quantum, game, games, classical, theory, player, entanglement, players, nash, strategies",8,0.12307692307692308
2019-2023,Physics and Astronomy,1,"energy, renewable, cellular, design, power, groups, discipline, prosumers, optimization, multiple",4,0.06153846153846154
2019-2023,Physics and Astronomy,2,"spectrum, data, evolutionary, users, iot, service, 5g, crns, game, access",2,0.03076923076923077
2019-2023,Physics and Astronomy,3,"defense, network, security, game, attack, strategy, scheffran, attacker, learning, model",9,0.13846153846153847
2019-2023,Physics and Astronomy,4,"public, opinion, evolutionary, internet, government, model, information, leaders, game, media",13,0.2
2019-2023,Physics and Astronomy,5,"seti, search, extraterrestrial, mutual, frequencies, frequency, planck, messaging, meti, intelligence",2,0.03076923076923077
2019-2023,Physics and Astronomy,6,"social, dynamics, opinion, agents, xlink, xmlns, w3, http, org, www",22,0.3384615384615385
2019-2023,Physics and Astronomy,7,"world, navigable, small, homophilic, meta, network, networks, agents, communities, real",1,0.015384615384615385
2019-2023,Physics and Astronomy,8,"community, detection, networks, nodes, problem, communities, clustering, approach, based, real",4,0.06153846153846154
2019-2023,Psychology,0,"choice, mate, care, mating, male, theory, evolutionary, studies, human, males",5,0.5
2019-2023,Psychology,2,"medical, mechanism, integration, evolutionary, game, vertical, results, multi, ehrs, ohp",3,0.3
2019-2023,Psychology,4,"joint, action, interaction, negotiation, model, fusion, partner, coordination, game, human",2,0.2
2019-2023,Social Sciences,0,"game, cooperation, games, evolutionary, strategies, theory, social, strategy, dynamics, evolution",169,0.5748299319727891
2019-2023,Social Sciences,1,"game, knowledge, evolutionary, government, model, sharing, traffic, strategy, based, quality",82,0.2789115646258503
2019-2023,Social Sciences,2,"war, conflict, power, international, bargaining, terrorism, terrorist, model, political, states",13,0.04421768707482993
2019-2023,Social Sciences,3,"party, policy, political, parties, electoral, voters, model, theoretic, legislative, candidates",7,0.023809523809523808
2019-2023,Social Sciences,4,"vaccination, vaccine, health, game, disease, mhealth, physicians, coverage, information, healthcare",8,0.027210884353741496
2019-2023,Social Sciences,5,"rumor, information, diffusion, privacy, social, game, model, propagation, personal, rumors",11,0.03741496598639456
2019-2023,Social Sciences,7,"optimal, risk, investment, insurance, reinsurance, asset, problem, company, model, stochastic",4,0.013605442176870748
2020-2024,Agricultural and Biological Sciences,0,"game, model, males, competition, strategies, theory, male, models, lewontin, evolution",7,0.20588235294117646
2020-2024,Agricultural and Biological Sciences,1,"government, game, food, agricultural, farmers, evolutionary, chain, safety, green, traceability",27,0.7941176470588235
2020-2024,Arts and Humanities,0,"game, cultural, theory, resource, data, research, peirce, np, big, subjective",1,0.16666666666666666
2020-2024,Arts and Humanities,1,"mml, epistemic, based, hearer, conflict, beliefs, disagreement, justified, model, belief",2,0.3333333333333333
2020-2024,Arts and Humanities,2,"games, discrete, optimal, point, solution, utility, fixed, egalitarian, theorems, game",3,0.5
2020-2024,"Biochemistry, Genetics and Molecular Biology",0,"collaborative, government, innovation, regulation, pesticide, research, governance, imitation, study, salt",4,0.13793103448275862
2020-2024,"Biochemistry, Genetics and Molecular Biology",1,"cancer, cells, treatment, evolutionary, game, cell, tumor, stage, therapy, dynamics",7,0.2413793103448276
2020-2024,"Biochemistry, Genetics and Molecular Biology",2,"host, virulence, pathogen, model, vaccine, disease, transmission, infection, evolution, infected",4,0.13793103448275862
2020-2024,"Biochemistry, Genetics and Molecular Biology",3,"species, game, reversal, microbial, memory, communities, molecular, genes, number, theory",7,0.2413793103448276
2020-2024,"Biochemistry, Genetics and Molecular Biology",4,"species, migration, population, prey, evolutionary, thermal, ifd, patch, game, predators",2,0.06896551724137931
2020-2024,"Biochemistry, Genetics and Molecular Biology",5,"bifurcation, matrix, structured, evolutionary, equilibria, theorem, models, reproductive, eco, populations",2,0.06896551724137931
2020-2024,"Biochemistry, Genetics and Molecular Biology",6,"game, evolutionary, theory, selection, sex, strategies, fitness, evolution, mml, models",3,0.10344827586206896
2020-2024,"Business, Management and Accounting",0,"supply, manufacturer, channel, retailer, model, chain, game, product, price, advertising",224,0.4132841328413284
2020-2024,"Business, Management and Accounting",1,"green, carbon, supply, chain, government, game, low, subsidy, environmental, emission",209,0.3856088560885609
2020-2024,"Business, Management and Accounting",2,"ppp, public, private, projects, project, government, game, design, evolutionary, supervision",34,0.06273062730627306
2020-2024,"Business, Management and Accounting",3,"innovation, knowledge, game, firms, alliances, alliance, strategic, cooperation, model, research",26,0.04797047970479705
2020-2024,"Business, Management and Accounting",4,"customers, server, queue, queueing, equilibrium, service, mml, servers, joining, patients",15,0.027675276752767528
2020-2024,"Business, Management and Accounting",5,"logistics, medical, game, allocation, emergency, government, evolutionary, service, transportation, disaster",21,0.03874538745387454
2020-2024,"Business, Management and Accounting",6,"cloud, manufacturing, platform, iot, technology, internet, enterprises, innovation, development, company",9,0.016605166051660517
2020-2024,"Business, Management and Accounting",7,"bankruptcy, debt, creditors, reorganization, restructuring, equity, liquidation, division, government, asset",3,0.005535055350553505
2020-2024,"Business, Management and Accounting",8,"disclosure, audit, etr, reporting, etrs, integrated, sustainability, favourable, talk, cheap",1,0.0018450184501845018
2020-2024,Computer Science,0,"game, users, network, proposed, networks, based, algorithm, power, equilibrium, problem",164,0.38954869358669836
2020-2024,Computer Science,1,"games, game, learning, agent, mml, agents, equilibrium, theory, players, player",86,0.2042755344418052
2020-2024,Computer Science,2,"security, game, defense, model, attack, attacks, based, information, strategy, privacy",93,0.2209026128266033
2020-2024,Computer Science,3,"blockchain, supply, chain, mining, technology, enterprises, financing, financial, game, based",48,0.11401425178147269
2020-2024,Computer Science,4,"optimization, particle, swarm, method, objective, design, search, path, game, proposed",10,0.023752969121140142
2020-2024,Computer Science,5,"lt, fuzzy, gt, linguistic, preference, game, word, logic, product, argumentation",6,0.014251781472684086
2020-2024,Computer Science,6,"control, event, triggered, uav, dynamics, target, optimal, hunting, adaptive, et",7,0.0166270783847981
2020-2024,Computer Science,7,"tracking, features, expert, object, feature, landmarks, association, segmentation, landmark, tracker",3,0.007125890736342043
